sentence,pred,label,loss
okay well i enjoyed talking to you,back,talking,5.540097713470459
okay all right hey bye-bye,good,bye,1.1337809562683105
these initiatives include working with providers to ensure that medical records support billed services.,',services,12.86286735534668
"and, while this sounds like a cliche, it's undoubtedly  parcells makes his players believe they can win, so they do.",',",",7.061866760253906
"it is the largest marketplace in the near east, and it's been so for almost one thousand years.",and,and,0.7592427730560303
easier just to go out and buy it already made,to,to,0.005579375196248293
but it does not they do not really say that you know you're you're always going to have great career conditions,.,not,6.751440048217773
respond in kind and you'll soon feel at home.,should,',3.9374821186065674
the work that we do is the purest form of expression of the core values of all of the major faith traditions.,.,work,11.061445236206055
the liberal humanitarians are a product of the post-cold war peace.,-,a,6.752657890319824
examples of control activities,.,of,2.7216689586639404
"otherwise, i'll think of something else.""  dave followed the man out into the clearing.",.,",",3.5468647480010986
new goya rooms in the prado were opened in march 1999.,they,go,6.644156455993652
having hurt my wrist.,a,hurt,9.428055763244629
"it's his job.""  ",s,s,0.47149890661239624
"in other respects, too, they evince a prickly xenophobic nationalism.",',other,10.187662124633789
the english slunk away without the loot.,##ink,##unk,3.624957799911499
and they'll just go out and do anything they can to do it,-,do,10.36085319519043
"last-in, first-out (lifo) - a cost flow assumption; the last goods purchased are assumed to be the first goods sold.",and,-,4.782351016998291
"unlike the students of columbia or the sorbonne, they persevered, and they won--something.",whether,unlike,8.618966102600098
oh oh was not that nice of him,.,of,6.666963577270508
"its costs included $15,600 in broker commissions and a $9,234 prepayment penalty to terminate the new century loan.",21st,the,6.231648921966553
"shortly after taking office, he entertained frank zappa on a state visit.",',##ppa,17.856639862060547
"sit down, dave hanson.",.,",",3.9038820266723633
dod's policy lacks the criteria to measure design stability and process controls.,o,dod,10.854437828063965
well she comes from a a country where the model,the,a,2.9027438163757324
"in recent months, chinese corporations have taken stakes in hong kong telecom, dragon air, and china light &amp; power.",-,",",3.270197868347168
i blinked back blindness.,have,blinked,6.214940071105957
well i have i'm really torn on the subject i'm not a good candidate for this one i see what you see and i agree with you,hope,what,9.313478469848633
a lot of extra cars were parked around the town- cameras and notebooks were in evidence.,-,in,6.589101791381836
but uh the miniskirt many times will evoke comments you do not really want,.,ev,12.461653709411621
oh that's quite reasonable,',oh,6.889564514160156
drew sat watching the dust arise again as the trio of riders pounded away.,rain,riders,11.906261444091797
uh-huh a perceived decline anyway yeah,.,a,3.8725109100341797
"they ate in silence, enjoying the cool shade of the bluff.",quiet,cool,4.563043594360352
"the tours are rushed, and the route may vary due to restoration work.",of,",",5.923072338104248
the esthonia glassware co.,',est,16.004589080810547
"above all, they excelled in the visual arts.",was,in,5.5391058921813965
well i'll check that out uh-huh,-,check,16.49964141845703
we've been threatened with it in plain and unmistakable terms.,.,',5.215667247772217
"spring and summer make better visits, when you can admire the irises and flowering shrubs of the inner gardens.",same,iris,11.238309860229492
do not you realize that these are mostly private institutions!,we,you,1.5847569704055786
christmas time is especially popular here when pilgrims come to admire relics of the holy crib from beth?­lehem.,',holy,11.968055725097656
"there is something artificial even about this heart of mine, he wrote in 1886.",.,of,12.377209663391113
"where everybody sneezes once or twice, i always sneeze at least five or six times--sometimes more.",',sometimes,10.828336715698242
victorious couch potatoes,the,victorious,15.847424507141113
we may get some more tonight,be,get,4.680510520935059
"it is, however, best to reserve your accommodation in forest rest-houses in advance of your journey.",and,in,4.1967244148254395
from global gold standard to gone in less than two years!,!,less,10.345071792602539
um well like i said my fiancee,you,i,1.4730132818222046
he looked down at himself in disgust.,at,at,0.10613852739334106
"in palermo, churches and mosques stood side-by-side, feudal castles next to oriental palaces and their exotic gardens.",.,",",1.8298912048339844
"america needs a clean, secure, affordable, reliable energy supply in the years ahead.",.,ahead,19.301551818847656
"different metrics may be useful for an audit, depending on the objectives and status of an acquisition.",##s,##s,0.041178833693265915
both volumes serve as authoritative references to the standards and interpretations.,',interpretations,18.219453811645508
but her chances for finding a replacement gig dwindle with every lost job and every looming birthday.,happy,looming,15.57841968536377
things could go poorly in these caves.,of,in,5.2143659591674805
"as she had thought it stood a little ajar, and the voices within were plainly audible.",did,it,9.982032775878906
"he was hardly more than five feet, four inches, but carried himself with great dignity. ",he,inches,11.737968444824219
fiss' analysis of the mapplethorpe case offers a good example of the perils of his interventionist approach.,on,##ist,10.69998550415039
he retaliated by filing one against her.,',by,9.284882545471191
did not have anythin' to go back to there.,##nk,##n,4.165768146514893
a town of peace far from those who hunt for you.,the,a,1.7912726402282715
the majestic double staircase inside inspired charles garnier for his design of the paris opera house.,-,inside,12.123847007751465
"i dare not, monsieur; i am afraid of them. she turned away.",tired,afraid,3.22379994392395
composer giuseppe verdi was the risorgimento's towering artist.,.,towering,19.40896224975586
apparently then this must be another of their frenzied efforts to find a way to put back the sky.,',to,5.330132484436035
the magazines split over kathleen willey.,.,magazines,15.82155704498291
i ”i believe so.,i,i,0.2497539520263672
"turin was little more than a fortified village of 40,000 inhabitants in 1600, but it rose to 93,000 a century later.",in,in,1.1567615270614624
uh copperheads mostly,.,copper,17.487958908081055
i realized a lot of things as we traveled.,as,traveled,11.803397178649902
well i did not know that that's supposed to be a real good statistic uh,',good,8.383684158325195
it's afterward that the trouble starts.,it,it,0.02065984718501568
quite creative and appealing to the younger crowd,##sw,the,5.111557960510254
"common sense took over, and drew's hand dropped from the gun butt.",and,butt,13.600504875183105
further details are provided in appendix 5.2.,',.,2.5000953674316406
"well said, dave hanson.",he,",",2.0864975452423096
text box 2.1 compares gdp to another measure of economic output-gross national product (gnp).,.,national,9.587791442871094
"he was good, better than jon let on, said the kal.",no,ka,11.029037475585938
yeah there's not too many not too many big ones around here,so,yeah,11.544614791870117
"now enjoy it, buon viaggio!",go,enjoy,12.896002769470215
yeah you know uh is he going to yell at me for buying this with this you know and he's not a yeller though but,this,uh,14.556139945983887
you you have exceeded your ten minutes time limit hang up within the next thirty seconds so,.,you,7.4246320724487305
how do we know this?,do,how,1.922505497932434
"according to usa today , most of the country will experience cloudy but good weather tuesday.",for,usa,6.757850646972656
it was a ruse? asked adrin.,',?,7.568366050720215
"and in between, you'll come upon the historic towns of toulouse, albi, and montpellier.",',montpellier,17.285547256469727
 now talk to me about that.,##be,that,4.436036586761475
trial lawyers courted him and his party with tons of money.,and,tons,16.89798355102539
"competition is generally believed to lead to efficiency, be it economic or technical.",.,economic,9.490345001220703
the cattle and sheep markets are not tourist attractions as such.,no,not,7.684687614440918
"would you believe, mister kirby, these were brought to me by amos lutterfield? ",in,amos,13.377302169799805
"truly, i believe the country is in the best of hands, but how do i rid myself of these impure thoughts?",##n,thoughts,10.811531066894531
we've all got our campaign ribbons from the war of hr22.,##tf,',7.158878326416016
"these patients were more likely to be young, male, disheveled, uninsured, and low income.",##pa,##eve,11.874862670898438
more and more caravans and riders crossed ca'daan's path as he grew closer to fena kef.,s,s,1.5275628566741943
really?  ,.,really,18.03890609741211
"for the moment, i set aside utterly any suspicions of her. ",for,of,1.6248064041137695
so uh that's where i learned about,',learned,9.37372875213623
maybe it's not such a bad idea with this kefir.,wasn,',4.086885452270508
"most drivers will be able to point out the bok house, transformed into the elegant coq d'or restaurant.",',point,11.945982933044434
jerusalem flourished during the early years of the mandate.,in,during,2.238712787628174
"we get a lot of that, she said, noting that so far only lavar bud stark is pitching in.",fe,only,13.611185073852539
that that was the reason i had to replace mine,',had,7.914320945739746
how are things in your area in that respect,?,area,15.09953498840332
" oh, listen, i was so pregnant during those years.",the,years,11.866060256958008
as mexicans yes that that,',yes,10.535204887390137
corpus well uh south padre is on down the bend,',well,12.533231735229492
"cavendish, i much fear there is no coincidence there. ",.,there,16.80560302734375
she's always been concerned with helping people.,",",concerned,7.786603927612305
mail used by non-households to send and pay bills to other non-households).,-,by,11.19036865234375
i like him because he's reckless,",",him,5.937162399291992
we have exposed the counterrevolutionary machinations of richard ford and amy tan.,love,ford,10.851033210754395
this was going to work.,go,this,9.228353500366211
"surprisingly, the $10 million spectacular is not broadway's all-time biggest flop.",50,10,2.430953025817871
well listen you think they've earned their money we've earned our money tonight,big,',3.0730607509613037
"from here, you'll get a full view of the line of five windmills that sit above the town.",##n,view,10.434788703918457
totally different wardrobe with different fabrics you know heavier wools and,',you,8.549904823303223
um for the worst i would assume,.,um,12.44432258605957
uh-huh of the second one,uh,uh,0.001623861026018858
what if a foundering political campaign were the wacky premise for a failing tv show!,.,campaign,5.685875415802002
it was nice talking to you too and we'll probably be talking to you again okay okay bye-bye,both,probably,9.861794471740723
"in other words, there is no difference between my description of their argument and their own.",.,own,11.083420753479004
the newswoman helped arrange a larger apartment and psychiatric care for the family.,and,the,8.355685234069824
why would you assume that this comment has to do with african-americans anyway?,.,assume,24.960281372070312
and of course the shower pan is a pretty fragile piece of uh of metal or plastic whichever it is anyway so,',the,2.4907045364379883
"he'd have to shield the cord from the sun stuff, but that could be done.",',the,5.411633491516113
"however, this climb never happened.",the,this,2.612468719482422
"well, he showed them.",yes,well,2.283766269683838
"a shorter newsweek story labels these dropouts young unhappy professionals (unhappy, that is, till they drop out).",(,unhappy,14.723739624023438
"depends on which wires connect which chips, not on the fact that a given wire is green.",',green,12.582180976867676
"henry's, at the henry grattan lounge in baggot street, serves good food.",and,##t,12.738492012023926
(the 21 heads discovered in 1977 are now displayed in the mus??e de cluny; . ),was,heads,8.73413372039795
there is a subtle sexism in  the female domestic tycoon is obliged to behave better than the guys.,and,obliged,20.115827560424805
"he worries things out slowly, and once he's got hold of anything he does not let go.",',worries,22.205991744995117
and we did not ever call it uh cokes and such you know we call it soda,and,we,9.959383010864258
that's how i am yeah,it,that,2.981071710586548
they they were forced to put her in a nursing home,had,were,2.8176486492156982
that bears out my little idea entirely.,check,bears,10.277053833007812
"sure, it drags a bit without the volatile repartee of the earlier albums.",##ter,the,7.979419231414795
locals shrug and suggest that the shoreline's topography must have changed in the 500 years since columbus.,that,that,0.14537376165390015
the staff can introduce you to 19 of the over 150 breeds of sheep.,bet,to,8.449691772460938
"from the beginning, las vegas was built to serve travelers.",",",",",1.0216548442840576
okay i think la law,",",i,2.923457622528076
they are classified as (a) offsetting receipts (i.e.,seeing,are,11.064178466796875
an article says the united states must not sacrifice its democratic ideals in order to sell a few more big macs.,.,in,8.333959579467773
"i was sitting in a helicopter, on the edge of my seat.",fact,helicopter,11.631651878356934
"sent the signal, consciously or not, that she was not entirely free of shame herself.",sent,consciously,15.107821464538574
'you want me to flush him out of hiding.',.,of,2.154841899871826
they look to washington to mitigate the new economy's negative consequences.,from,they,11.391128540039062
right in yeah right in uh almost right in downtown,.,in,9.728517532348633
"there were no windows, which seemed queer.",that,which,3.4640331268310547
"well, why read any type of fiction?",',any,8.944061279296875
i think it would be wrong for us to kill him for the americans to kill him,you,wrong,9.182148933410645
yeah i think it's fun i like just looking at the billboards,was,s,6.222327709197998
kentucky's current fee for filing a case in district court is $50.,',filing,12.831206321716309
you know put seventy or ninety pounds on their back and go hiking uh  but uh it can be a lot of fun,made,uh,16.255245208740234
where you they extend the warranty,go,extend,17.396610260009766
whatever they are i i do i find and and they go alone with that just the things you get in the mail,and,they,6.9395012855529785
program information,general,program,7.747270107269287
can anything be done?,it,anything,5.6812310218811035
"productivity  business sector and major subsectors, bls handbook of methods (april 1997), pp. 89-98.",',98,16.274412155151367
"22 ""i must make my apologies,"" said the doctor. ",decisions,apologies,8.968450546264648
where there are more than one family in a house,mid,a,4.913379192352295
" tiny, carefully polished chips from the stars were ready, and men began placing them delicately on the shell.","""",carefully,10.841287612915039
i waiteduntil i heard the outside door clank shutbefore i followed.,cl,outside,14.870525360107422
nice talking to you too well i appreciate it and and good luck with your uh your future your hopes of buy a winnebago,as,too,5.470159530639648
"i do not know if i was in heaven or hell, said lillian carter, the president's mother, after a visit.",',know,10.047260284423828
yeah and watch the cats tear it up,their,it,5.860610008239746
understood what?,why,what,1.9864780902862549
"of course, the pair ends up in the middle of every conflagration.",finally,course,7.373289108276367
how what do you do,?,you,12.317256927490234
" buenos días, don cazar. for so small a man the mexican on the cart seat produced a trumpet-sized voice.",a,small,9.010078430175781
and analysis in case extensive or thick analysisstudiesa,##ex,case,13.353554725646973
do not miss taking a boat cruise from the little resort town of porto.,break,boat,15.477091789245605
"for the first time, the tv stations reached the state when commercials were shown 24 hours a day.",',hours,13.37179183959961
tuppence was in that house! ,mid,that,6.557292938232422
"this column, as my first in the strange bed, is free of history.",is,the,3.7812142372131348
san'doro stood.,je,do,3.507326364517212
"south of gezira is roda island, home to manial palace, now converted into an art gallery.",.,of,8.892435073852539
"well, i guess i'd better buy a car, a slap-up one, dress as a chauffeur and hang about outside.",-,-,1.1670759916305542
have you ever been there,.,ever,6.428041458129883
depression was settling on him like a leaden weight.,dead,lead,8.752523422241211
"i cannot believe she's really one of them, sir.",-,them,11.112034797668457
money money! ,big,money,4.267868518829346
america's children are particularly affected by poverty.,",",are,5.26790189743042
exactly so they got rid of that tax in a hurry,.,of,8.692781448364258
